OrderDetailsID,OrderID,PaidDate
2754,1098,2023-12-03
2755,1099,2024-10-18
2756,1099,2024-10-23
2757,1099,2024-10-21
2758,1100,2023-04-01
2759,1101,2024-06-10
2760,1101,2024-06-05
2761,1101,2024-06-10
2762,1101,2024-06-05
2763,1102,2023-10-22
2764,1102,2023-10-23
2765,1102,2023-10-22
2766,1103,2024-08-29
2767,1104,2024-11-02
2768,1105,2024-12-29
2769,1105,2024-12-29
2770,1106,2023-10-20
2771,1107,2024-04-02
2772,1108,2024-01-02
2773,1108,2024-01-03
2774,1108,2024-01-01
2775,1108,2024-01-01
2776,1109,2023-11-12
2777,1110,2024-03-17
2778,1110,2024-03-14
2779,1111,2023-06-20
2780,1111,2023-06-20
2781,1112,2024-08-05
2782,1112,2024-07-30
2783,1113,2024-04-06
2784,1113,2024-04-03
2785,1114,2024-03-01
2786,1114,2024-03-01
2787,1114,2024-03-01
2788,1115,2023-08-03
2789,1115,2023-08-08
2790,1115,2023-08-05
2791,1115,2023-08-06
2792,1116,2024-09-02
2793,1116,2024-09-01
2794,1117,2023-03-10
2795,1117,2023-03-08
2796,1118,2024-03-02
2797,1118,2024-03-06
2798,1118,2024-03-01
2799,1118,2024-03-06
2800,1119,2024-12-20
2801,1120,2023-01-26
2802,1120,2023-01-21
2803,1121,2023-11-01
2804,1122,2023-09-16
2805,1122,2023-09-16
2806,1122,2023-09-13
2807,1123,2024-10-07
2808,1124,2023-08-17
2809,1124,2023-08-13
2810,1124,2023-08-16
2811,1125,2023-03-11
2812,1125,2023-03-16
2813,1125,2023-03-11
2814,1125,2023-03-11
2815,1126,2023-08-09
2816,1126,2023-08-10
2817,1126,2023-08-07
2818,1126,2023-08-08
2819,1127,2024-10-25
2820,1127,2024-10-26
2821,1128,2023-02-21
2822,1128,2023-02-21
2823,1128,2023-02-23
2824,1129,2024-12-31
2825,1129,2025-01-04
2826,1129,2025-01-01
2827,1130,2024-06-16
2828,1130,2024-06-10
2829,1131,2024-08-02
2830,1131,2024-07-27
2831,1131,2024-08-02
2832,1132,2024-06-10
2833,1132,2024-06-09
2834,1133,2024-11-11
2835,1133,2024-11-14
2836,1133,2024-11-14
2837,1133,2024-11-11
2838,1134,2024-09-10
2839,1134,2024-09-13
2840,1135,2023-07-12
2841,1135,2023-07-14
2842,1135,2023-07-12
2843,1135,2023-07-11
2844,1136,2023-07-21
2845,1136,2023-07-17
2846,1137,2024-05-06
2847,1137,2024-05-10
2848,1137,2024-05-07
2849,1138,2024-07-31
2850,1138,2024-07-31
2851,1138,2024-07-31
2852,1138,2024-07-28
2853,1139,2023-01-24
2854,1139,2023-01-29
2855,1139,2023-01-25
2856,1140,2024-08-30
2857,1140,2024-08-28
2858,1140,2024-08-31
2859,1140,2024-08-30
2860,1141,2024-10-28
2861,1141,2024-11-02
2862,1142,2023-02-10
2863,1142,2023-02-10
2864,1143,2024-05-17
2865,1143,2024-05-22
2866,1144,2024-06-25
2867,1144,2024-06-27
2868,1144,2024-06-27
2869,1144,2024-06-21
2870,1145,2024-12-16
2871,1145,2024-12-13
2872,1145,2024-12-12
2873,1146,2023-02-09
2874,1146,2023-02-09
2875,1146,2023-02-15
2876,1147,2024-11-02
2877,1147,2024-11-01
2878,1147,2024-11-05
2879,1148,2024-03-16
2880,1149,2023-01-17
2881,1149,2023-01-19
2882,1150,2024-01-28
2883,1150,2024-01-30
2884,1151,2023-08-20
2885,1152,2024-11-15
2886,1153,2023-03-12
2887,1153,2023-03-13
2888,1153,2023-03-14
2889,1153,2023-03-17
2890,1154,2024-06-29
2891,1154,2024-06-29
2892,1155,2024-08-11
2893,1155,2024-08-11
2894,1155,2024-08-10
2895,1156,2024-06-19
2896,1156,2024-06-13
2897,1156,2024-06-17
2898,1156,2024-06-17
2899,1157,2024-06-14
2900,1157,2024-06-11
2901,1158,2024-10-22
2902,1158,2024-10-21
2903,1158,2024-10-23
2904,1159,2024-09-17
2905,1159,2024-09-18
2906,1159,2024-09-18
2907,1159,2024-09-14
2908,1160,2023-09-13
2909,1160,2023-09-15
2910,1160,2023-09-15
2911,1160,2023-09-11
2912,1161,2023-05-22
2913,1161,2023-05-17
2914,1162,2024-04-26
2915,1163,2023-11-28
2916,1163,2023-11-29
2917,1164,2023-07-26
2918,1164,2023-07-29
2919,1164,2023-07-30
2920,1164,2023-08-01
2921,1165,2024-07-10
2922,1165,2024-07-10
2923,1166,2024-08-04
2924,1166,2024-08-09
2925,1166,2024-08-03
2926,1166,2024-08-05
2927,1167,2023-07-13
2928,1167,2023-07-18
2929,1168,2024-01-10
2930,1168,2024-01-10
2931,1168,2024-01-07
2932,1168,2024-01-13
2933,1169,2024-08-30
2934,1170,2024-03-30
2935,1170,2024-03-31
2936,1171,2023-01-29
2937,1171,2023-01-25
2938,1172,2024-07-27
2939,1172,2024-07-28
2940,1173,2024-02-21
2941,1173,2024-02-18
2942,1174,2023-11-13
2943,1174,2023-11-12
2944,1175,2023-12-01
2945,1176,2023-12-02
2946,1176,2023-12-03
2947,1177,2023-10-10
2948,1177,2023-10-16
2949,1177,2023-10-12
2950,1178,2023-02-11
2951,1178,2023-02-09
2952,1178,2023-02-06
2953,1178,2023-02-10
2954,1179,2024-05-05
2955,1179,2024-05-05
2956,1180,2023-10-06
2957,1180,2023-10-06
2958,1181,2023-04-20
2959,1181,2023-04-21
2960,1181,2023-04-19
2961,1181,2023-04-17
2962,1182,2023-07-10
2963,1182,2023-07-06
2964,1183,2023-12-01
2965,1183,2023-11-30
2966,1183,2023-11-27
2967,1184,2024-08-05
2968,1184,2024-08-07
2969,1185,2023-01-31
2970,1185,2023-01-30
2971,1185,2023-01-29
2972,1185,2023-01-31
2973,1186,2024-10-14
2974,1186,2024-10-15
2975,1186,2024-10-14
2976,1187,2024-08-26
2977,1187,2024-08-28
2978,1187,2024-08-31
2979,1187,2024-08-28
2980,1188,2023-10-07
2981,1189,2024-04-17
2982,1189,2024-04-22
2983,1189,2024-04-21
2984,1190,2024-04-24
2985,1191,2023-12-02
2986,1191,2023-12-08
2987,1191,2023-12-03
2988,1192,2024-08-27
2989,1192,2024-08-21
2990,1192,2024-08-26
2991,1193,2023-09-04
2992,1194,2024-07-07
2993,1194,2024-07-08
2994,1195,2024-01-23
2995,1195,2024-01-23
2996,1195,2024-01-27
2997,1195,2024-01-22
2998,1196,2023-10-15
2999,1196,2023-10-17
3000,1196,2023-10-19
3001,1196,2023-10-14
3002,1197,2024-05-09
3003,1197,2024-05-08
3004,1197,2024-05-10
3005,1198,2024-01-20
3006,1198,2024-01-23
3007,1198,2024-01-23
3008,1199,2023-03-07
3009,1199,2023-03-08
3010,1199,2023-03-09
3011,1199,2023-03-03
3012,1200,2024-06-10
3013,1200,2024-06-05
3014,1201,2023-08-14
3015,1201,2023-08-11
3016,1201,2023-08-14
3017,1202,2023-05-12
3018,1202,2023-05-09
3019,1202,2023-05-13
3020,1202,2023-05-12
3021,1203,2024-01-03
3022,1203,2024-01-05
3023,1203,2024-01-05
3024,1204,2024-03-17
3025,1204,2024-03-16
3026,1205,2024-10-30
3027,1205,2024-10-29
3028,1205,2024-10-27
3029,1205,2024-11-02
3030,1206,2023-12-06
3031,1206,2023-12-01
3032,1207,2024-08-25
3033,1208,2024-03-14
3034,1208,2024-03-18
3035,1209,2024-04-28
3036,1209,2024-04-28
3037,1209,2024-04-27
3038,1209,2024-04-24
3039,1210,2024-06-11
3040,1210,2024-06-13
3041,1210,2024-06-08
3042,1210,2024-06-11
3043,1211,2024-02-02
3044,1212,2023-05-12
3045,1212,2023-05-10
3046,1213,2023-12-31
3047,1214,2023-06-28
3048,1215,2024-03-04
3049,1215,2024-03-04
3050,1215,2024-03-03
3051,1216,2024-02-06
3052,1217,2024-07-19
3053,1218,2023-03-12
3054,1218,2023-03-09
3055,1219,2024-03-18
3056,1219,2024-03-18
3057,1220,2023-07-16
3058,1220,2023-07-16
3059,1221,2024-06-16
3060,1221,2024-06-14
3061,1221,2024-06-17
3062,1221,2024-06-17
3063,1222,2024-06-07
3064,1222,2024-06-08
3065,1222,2024-06-07
3066,1223,2023-12-11
3067,1223,2023-12-13
3068,1223,2023-12-12
3069,1224,2024-07-18
3070,1225,2024-09-03
3071,1225,2024-09-01
3072,1225,2024-08-30
3073,1226,2024-07-26
3074,1226,2024-07-22
3075,1226,2024-07-22
3076,1226,2024-07-21
3077,1227,2023-04-04
3078,1227,2023-04-01
3079,1228,2023-04-30
3080,1228,2023-05-02
3081,1229,2024-07-04
3082,1230,2023-05-31
3083,1230,2023-05-29
3084,1230,2023-05-27
3085,1231,2024-01-02
3086,1231,2023-12-29
3087,1232,2023-04-05
3088,1232,2023-04-01
3089,1232,2023-04-06
3090,1233,2024-11-16
3091,1234,2023-09-27
3092,1234,2023-09-28
3093,1235,2023-02-07
3094,1235,2023-02-05
3095,1235,2023-02-10
3096,1235,2023-02-09
3097,1236,2024-11-13
3098,1236,2024-11-11
3099,1237,2023-08-25
3100,1237,2023-08-30
3101,1237,2023-08-30
3102,1237,2023-08-26
3103,1238,2023-03-27
3104,1238,2023-03-25
3105,1238,2023-03-26
3106,1239,2023-07-08
3107,1239,2023-07-06
3108,1239,2023-07-12
3109,1239,2023-07-10
3110,1240,2023-06-14
3111,1240,2023-06-12
3112,1240,2023-06-09
3113,1241,2023-10-08
3114,1241,2023-10-06
3115,1242,2023-09-15
3116,1243,2023-10-21
3117,1243,2023-10-21
3118,1243,2023-10-25
3119,1244,2024-02-17
3120,1244,2024-02-12
3121,1244,2024-02-14
3122,1244,2024-02-14
3123,1245,2023-12-16
3124,1246,2024-06-04
3125,1247,2023-10-22
3126,1247,2023-10-22
3127,1247,2023-10-19
3128,1247,2023-10-22
3129,1248,2024-06-02
3130,1248,2024-05-27
3131,1249,2024-02-10
3132,1249,2024-02-09
3133,1249,2024-02-08
3134,1250,2024-03-25
3135,1250,2024-03-25
3136,1250,2024-03-27
3137,1250,2024-03-28
3138,1251,2023-09-14
3139,1252,2024-02-01
3140,1252,2024-02-01
3141,1252,2024-02-06
3142,1253,2024-08-27
3143,1254,2024-09-06
3144,1255,2024-09-06
3145,1255,2024-09-06
3146,1255,2024-09-05
3147,1255,2024-09-07
3148,1256,2023-10-30
3149,1256,2023-10-27
3150,1256,2023-10-27
3151,1256,2023-10-28
3152,1257,2024-06-28
3153,1258,2024-11-24
3154,1258,2024-11-25
3155,1258,2024-11-29
3156,1259,2024-06-19
3157,1259,2024-06-17
3158,1259,2024-06-18
3159,1260,2023-09-17
3160,1260,2023-09-19
3161,1260,2023-09-16
3162,1261,2024-05-02
3163,1261,2024-05-02
3164,1262,2023-12-25
3165,1262,2023-12-24
3166,1262,2023-12-27
3167,1263,2024-03-26
3168,1263,2024-03-21
3169,1263,2024-03-21
3170,1264,2024-04-05
3171,1264,2024-04-08
3172,1264,2024-04-10
3173,1265,2023-05-24
3174,1265,2023-05-23
3175,1265,2023-05-21
3176,1265,2023-05-21
3177,1266,2024-08-02
3178,1267,2023-06-05
3179,1267,2023-06-08
3180,1267,2023-06-02
3181,1267,2023-06-02
3182,1268,2023-07-06
3183,1268,2023-07-04
3184,1269,2024-10-06
3185,1270,2023-07-24
3186,1270,2023-07-22
3187,1270,2023-07-20
3188,1271,2024-11-04
3189,1271,2024-11-03
3190,1271,2024-11-06
3191,1271,2024-11-09
3192,1272,2024-12-30
3193,1272,2024-12-26
3194,1272,2024-12-30
3195,1272,2024-12-24
3196,1273,2024-12-21
3197,1273,2024-12-17
3198,1274,2023-03-22
3199,1275,2024-04-24
3200,1275,2024-04-21
3201,1275,2024-04-26
3202,1275,2024-04-23
3203,1276,2023-10-06
3204,1276,2023-10-07
3205,1276,2023-10-09
3206,1277,2024-04-20
3207,1277,2024-04-20
3208,1277,2024-04-19
3209,1277,2024-04-22
3210,1278,2023-05-22
3211,1278,2023-05-20
3212,1279,2023-01-13
3213,1279,2023-01-11
3214,1279,2023-01-15
3215,1280,2023-08-23
3216,1280,2023-08-25
3217,1280,2023-08-29
3218,1281,2024-07-13
3219,1282,2023-04-12
3220,1282,2023-04-13
3221,1282,2023-04-15
3222,1282,2023-04-15
3223,1283,2023-06-11
3224,1283,2023-06-07
3225,1283,2023-06-08
3226,1283,2023-06-09
3227,1284,2023-09-11
3228,1284,2023-09-16
3229,1284,2023-09-11
3230,1285,2023-07-21
3231,1286,2023-09-12
3232,1287,2023-02-13
3233,1287,2023-02-16
3234,1287,2023-02-19
3235,1287,2023-02-17
3236,1288,2024-07-20
3237,1288,2024-07-17
3238,1288,2024-07-19
3239,1288,2024-07-21
3240,1289,2024-05-31
3241,1289,2024-05-30
3242,1289,2024-06-01
3243,1289,2024-05-28
3244,1290,2024-04-27
3245,1291,2023-12-20
3246,1291,2023-12-23
3247,1291,2023-12-21
3248,1292,2024-10-12
3249,1292,2024-10-11
3250,1292,2024-10-10
3251,1293,2024-04-08
3252,1293,2024-04-06
3253,1294,2023-06-01
3254,1294,2023-06-01
3255,1295,2024-04-09
3256,1296,2024-12-22
3257,1296,2024-12-17
3258,1297,2023-04-14
3259,1297,2023-04-12
3260,1298,2024-04-27
3261,1299,2023-06-22
3262,1300,2024-01-13
3263,1300,2024-01-13
3264,1301,2024-07-12
3265,1302,2024-03-06
3266,1302,2024-03-08
3267,1303,2023-04-23
3268,1303,2023-04-18
3269,1303,2023-04-21
3270,1304,2023-07-13
3271,1304,2023-07-11
3272,1304,2023-07-10
3273,1305,2024-03-21
3274,1305,2024-03-21
3275,1305,2024-03-19
3276,1305,2024-03-23
3277,1306,2024-02-28
3278,1306,2024-02-26
3279,1306,2024-02-26
3280,1306,2024-02-26
3281,1307,2023-06-22
3282,1307,2023-06-25
3283,1307,2023-06-25
3284,1307,2023-06-23
3285,1308,2023-04-26
3286,1309,2024-04-27
3287,1309,2024-04-27
3288,1310,2024-01-17
3289,1311,2023-02-11
3290,1311,2023-02-10
3291,1312,2023-10-20
3292,1312,2023-10-23
3293,1312,2023-10-20
3294,1312,2023-10-25
3295,1313,2024-03-02
3296,1314,2023-05-09
3297,1315,2024-10-12
3298,1316,2024-07-06
3299,1316,2024-07-02
3300,1316,2024-07-06
3301,1317,2023-07-03
3302,1317,2023-07-07
3303,1318,2024-09-30
3304,1319,2024-05-07
3305,1320,2023-04-14
3306,1321,2023-06-05
3307,1321,2023-06-04
3308,1321,2023-06-08
3309,1322,2023-09-05
3310,1322,2023-09-06
3311,1322,2023-09-05
3312,1323,2024-12-07
3313,1323,2024-12-11
3314,1323,2024-12-08
3315,1324,2023-02-03
3316,1325,2023-08-13
3317,1325,2023-08-10
3318,1325,2023-08-09
3319,1326,2023-06-30
3320,1326,2023-07-01
3321,1326,2023-06-30
3322,1327,2024-03-31
3323,1327,2024-04-01
3324,1327,2024-04-01
3325,1328,2023-04-06
3326,1329,2024-06-29
3327,1330,2023-07-25
3328,1330,2023-07-25
3329,1330,2023-07-24
3330,1330,2023-07-24
3331,1331,2023-07-22
3332,1332,2024-07-31
3333,1332,2024-07-31
3334,1332,2024-08-03
3335,1333,2023-10-19
3336,1333,2023-10-19
3337,1333,2023-10-22
3338,1334,2023-08-25
3339,1334,2023-08-28
3340,1335,2024-08-10
3341,1335,2024-08-14
3342,1335,2024-08-09
3343,1336,2024-07-04
3344,1336,2024-07-04
3345,1336,2024-07-02
3346,1337,2023-11-29
3347,1337,2023-11-29
3348,1337,2023-11-27
3349,1337,2023-11-28
3350,1338,2023-08-22
3351,1339,2024-07-27
3352,1339,2024-08-01
3353,1339,2024-08-01
3354,1340,2024-10-09
3355,1340,2024-10-10
3356,1340,2024-10-10
3357,1341,2024-06-15
3358,1341,2024-06-11
3359,1341,2024-06-11
3360,1342,2024-08-30
3361,1342,2024-08-27
3362,1342,2024-08-28
3363,1343,2023-04-01
3364,1344,2023-10-16
3365,1345,2023-04-29
3366,1345,2023-05-01
3367,1345,2023-04-29
3368,1346,2024-10-02
3369,1346,2024-09-29
3370,1346,2024-10-01
3371,1346,2024-10-04
3372,1347,2023-02-01
3373,1347,2023-01-31
3374,1347,2023-01-31
3375,1347,2023-01-31
3376,1348,2023-06-15
3377,1348,2023-06-20
3378,1348,2023-06-19
3379,1348,2023-06-19
3380,1349,2024-06-01
3381,1349,2024-06-05
3382,1349,2024-06-03
3383,1349,2024-05-31
3384,1350,2024-03-08
3385,1350,2024-03-04
3386,1350,2024-03-07
3387,1351,2023-08-18
3388,1351,2023-08-16
3389,1351,2023-08-16
3390,1352,2023-10-11
3391,1352,2023-10-09
3392,1352,2023-10-09
3393,1352,2023-10-08
3394,1353,2023-07-05
3395,1353,2023-07-04
3396,1353,2023-07-05
3397,1354,2024-04-08
3398,1355,2024-07-20
3399,1355,2024-07-20
3400,1356,2023-01-08
3401,1356,2023-01-12
3402,1356,2023-01-09
3403,1356,2023-01-14
3404,1357,2024-02-07
3405,1358,2024-02-16
3406,1358,2024-02-17
3407,1358,2024-02-18
3408,1359,2023-06-23
3409,1359,2023-06-19
3410,1359,2023-06-20
3411,1359,2023-06-21
3412,1360,2023-03-07
3413,1360,2023-03-06
3414,1361,2023-03-01
3415,1361,2023-03-05
3416,1361,2023-03-06
3417,1361,2023-02-28
3418,1362,2024-05-07
3419,1362,2024-05-11
3420,1362,2024-05-09
3421,1363,2023-04-04
3422,1363,2023-03-31
3423,1363,2023-04-05
3424,1364,2024-03-23
3425,1365,2024-06-22
3426,1365,2024-06-19
3427,1365,2024-06-18
3428,1366,2024-02-26
3429,1366,2024-03-01
3430,1366,2024-03-01
3431,1366,2024-03-01
3432,1367,2024-10-27
3433,1368,2023-09-05
3434,1368,2023-09-10
3435,1369,2023-01-27
3436,1369,2023-01-30
3437,1370,2023-09-23
3438,1371,2024-03-21
3439,1371,2024-03-22
3440,1371,2024-03-27
3441,1372,2023-03-25
3442,1372,2023-03-22
3443,1372,2023-03-22
3444,1372,2023-03-27
3445,1373,2023-04-26
3446,1373,2023-04-29
3447,1373,2023-04-23
3448,1374,2023-02-16
3449,1375,2024-12-02
3450,1376,2024-03-22
3451,1376,2024-03-20
3452,1377,2023-02-09
3453,1378,2024-01-15
3454,1378,2024-01-19
3455,1378,2024-01-13
3456,1378,2024-01-19
3457,1379,2024-06-21
3458,1379,2024-06-19
3459,1379,2024-06-18
3460,1380,2024-04-30
3461,1380,2024-05-06
3462,1381,2023-07-07
3463,1382,2023-03-26
3464,1382,2023-03-29
3465,1382,2023-03-27
3466,1382,2023-03-25
3467,1383,2023-10-28
3468,1384,2023-04-24
3469,1384,2023-04-26
3470,1384,2023-04-26
3471,1384,2023-04-24
3472,1385,2024-08-09
3473,1386,2024-05-02
3474,1387,2023-04-28
3475,1387,2023-04-30
3476,1387,2023-04-30
3477,1387,2023-04-26
3478,1388,2024-03-06
3479,1389,2024-09-06
3480,1390,2023-11-27
3481,1390,2023-11-28
3482,1390,2023-11-22
3483,1391,2023-06-14
3484,1391,2023-06-11
3485,1391,2023-06-16
3486,1391,2023-06-10
3487,1392,2023-03-30
3488,1393,2024-09-05
3489,1393,2024-09-03
3490,1394,2023-05-14
3491,1394,2023-05-16
3492,1395,2024-03-30
3493,1396,2023-02-26
3494,1396,2023-02-21
3495,1397,2024-11-16
3496,1398,2023-01-11
3497,1399,2023-02-07
3498,1399,2023-02-07
3499,1399,2023-02-09
3500,1399,2023-02-08
3501,1400,2024-02-19
3502,1400,2024-02-17
3503,1400,2024-02-18
3504,1401,2023-11-12
3505,1402,2023-10-01
3506,1403,2023-12-09
3507,1403,2023-12-08
3508,1403,2023-12-08
3509,1403,2023-12-09
3510,1404,2024-01-25
3511,1404,2024-01-24
3512,1404,2024-01-26
3513,1404,2024-01-29
3514,1405,2023-10-23
3515,1405,2023-10-21
3516,1406,2024-01-11
3517,1406,2024-01-06
3518,1407,2023-06-02
3519,1407,2023-05-29
3520,1407,2023-06-02
3521,1407,2023-06-01
3522,1408,2023-06-13
3523,1409,2024-12-01
3524,1409,2024-12-01
3525,1410,2024-05-07
3526,1410,2024-05-07
3527,1410,2024-05-07
3528,1410,2024-05-04
3529,1411,2023-08-15
3530,1411,2023-08-17
3531,1412,2024-09-09
3532,1412,2024-09-07
3533,1413,2024-11-13
3534,1413,2024-11-11
3535,1413,2024-11-08
3536,1414,2024-02-02
3537,1415,2023-09-10
3538,1415,2023-09-13
3539,1416,2024-08-01
3540,1416,2024-08-01
3541,1416,2024-07-31
3542,1416,2024-08-03
3543,1417,2024-05-21
3544,1418,2024-12-28
3545,1418,2024-12-24
3546,1418,2024-12-22
3547,1418,2024-12-23
3548,1419,2024-04-25
3549,1419,2024-04-25
3550,1419,2024-04-26
3551,1419,2024-04-29
3552,1420,2023-06-08
3553,1420,2023-06-12
3554,1420,2023-06-09
3555,1420,2023-06-10
3556,1421,2023-10-05
3557,1421,2023-10-05
3558,1421,2023-10-03
3559,1422,2023-02-25
3560,1422,2023-02-26
3561,1422,2023-02-23
3562,1423,2024-08-23
3563,1423,2024-08-25
3564,1423,2024-08-23
3565,1424,2024-09-24
3566,1424,2024-09-23
3567,1425,2023-10-12
3568,1425,2023-10-08
3569,1425,2023-10-06
3570,1426,2024-10-07
3571,1426,2024-10-04
3572,1426,2024-10-05
3573,1426,2024-10-05
3574,1427,2024-02-24
3575,1428,2024-02-27
3576,1428,2024-02-29
3577,1428,2024-02-28
3578,1428,2024-02-27
3579,1429,2024-07-24
3580,1430,2023-07-01
3581,1430,2023-06-27
3582,1430,2023-07-02
3583,1430,2023-06-26
3584,1431,2024-03-11
3585,1431,2024-03-08
3586,1432,2024-08-10
3587,1433,2024-12-14
3588,1433,2024-12-10
3589,1434,2024-11-09
3590,1435,2023-10-13
3591,1435,2023-10-17
3592,1436,2024-11-23
3593,1436,2024-11-19
3594,1437,2023-11-07
3595,1437,2023-11-02
3596,1438,2024-07-07
3597,1439,2023-12-26
3598,1439,2023-12-29
3599,1439,2023-12-27
3600,1440,2023-12-05
3601,1440,2023-12-07
3602,1440,2023-12-06
3603,1441,2023-05-24
3604,1441,2023-05-22
3605,1441,2023-05-20
3606,1442,2023-05-23
3607,1442,2023-05-26
3608,1442,2023-05-25
3609,1442,2023-05-26
3610,1443,2024-07-24
3611,1443,2024-07-25
3612,1443,2024-07-26
3613,1443,2024-07-22
3614,1444,2024-01-07
3615,1445,2023-04-08
3616,1445,2023-04-09
3617,1445,2023-04-09
3618,1446,2023-11-07
3619,1447,2024-06-15
3620,1447,2024-06-11
3621,1447,2024-06-15
3622,1448,2024-07-22
3623,1449,2023-04-23
3624,1449,2023-04-25
3625,1449,2023-04-22
3626,1450,2024-03-28
3627,1450,2024-03-29
3628,1450,2024-03-29
3629,1451,2023-01-08
3630,1451,2023-01-08
3631,1451,2023-01-08
3632,1451,2023-01-05
3633,1452,2024-07-15
3634,1453,2024-03-07
3635,1453,2024-03-03
3636,1453,2024-03-05
3637,1453,2024-03-07
3638,1454,2024-03-09
3639,1454,2024-03-08
3640,1455,2023-02-13
3641,1456,2024-03-22
3642,1456,2024-03-19
3643,1456,2024-03-21
3644,1456,2024-03-23
3645,1457,2023-08-09
3646,1457,2023-08-11
3647,1457,2023-08-08
3648,1457,2023-08-05
3649,1458,2024-05-19
3650,1459,2023-07-03
3651,1459,2023-07-02
3652,1460,2024-06-05
3653,1460,2024-06-06
3654,1460,2024-06-05
3655,1461,2023-09-25
3656,1461,2023-09-21
3657,1462,2024-12-03
3658,1462,2024-12-07
3659,1463,2024-11-24
3660,1463,2024-11-25
3661,1464,2023-08-10
3662,1464,2023-08-15
3663,1464,2023-08-11
3664,1464,2023-08-14
3665,1465,2023-09-30
3666,1466,2023-01-14
3667,1466,2023-01-16
3668,1467,2024-11-06
3669,1467,2024-11-05
3670,1467,2024-11-07
3671,1468,2023-04-29
3672,1468,2023-05-04
3673,1469,2023-07-12
3674,1469,2023-07-14
3675,1469,2023-07-16
3676,1469,2023-07-14
3677,1470,2024-04-12
3678,1470,2024-04-12
3679,1470,2024-04-10
3680,1471,2024-12-16
3681,1471,2024-12-17
3682,1471,2024-12-14
3683,1472,2024-11-14
3684,1472,2024-11-16
3685,1472,2024-11-16
3686,1473,2023-02-07
3687,1473,2023-02-06
3688,1474,2023-03-01
3689,1474,2023-02-28
3690,1474,2023-02-27
3691,1474,2023-03-02
3692,1475,2023-12-21
3693,1475,2023-12-17
3694,1475,2023-12-23
3695,1476,2024-09-23
3696,1476,2024-09-21
3697,1477,2024-11-20
3698,1477,2024-11-19
3699,1477,2024-11-21
3700,1477,2024-11-25
3701,1478,2024-05-17
3702,1478,2024-05-19
3703,1478,2024-05-19
3704,1478,2024-05-19
3705,1479,2023-10-26
3706,1479,2023-10-24
3707,1479,2023-10-28
3708,1480,2024-05-02
3709,1480,2024-05-04
3710,1481,2023-04-03
3711,1481,2023-04-04
3712,1482,2023-03-13
3713,1483,2024-09-30
3714,1484,2023-06-21
3715,1485,2023-09-16
3716,1486,2023-06-22
3717,1487,2023-02-20
3718,1487,2023-02-18
3719,1487,2023-02-21
3720,1487,2023-02-24
3721,1488,2024-07-12
3722,1488,2024-07-10
3723,1488,2024-07-11
3724,1489,2024-12-20
3725,1489,2024-12-25
3726,1489,2024-12-22
3727,1490,2024-05-04
3728,1490,2024-04-29
3729,1490,2024-05-01
3730,1490,2024-05-05
3731,1491,2023-04-10
3732,1491,2023-04-08
3733,1491,2023-04-10
3734,1491,2023-04-11
3735,1492,2024-10-01
3736,1492,2024-09-27
3737,1493,2023-09-11
3738,1493,2023-09-16
3739,1493,2023-09-15
3740,1493,2023-09-15
3741,1494,2024-10-04
3742,1494,2024-10-09
3743,1494,2024-10-08
3744,1494,2024-10-10
3745,1495,2024-03-02
3746,1495,2024-03-05
3747,1495,2024-03-02
3748,1495,2024-03-07
3749,1496,2023-09-18
3750,1496,2023-09-24
3751,1496,2023-09-19
3752,1496,2023-09-22
3753,1497,2023-11-22
3754,1498,2024-01-28
3755,1498,2024-01-24
3756,1498,2024-01-26
3757,1498,2024-01-22
3758,1499,2024-01-04
3759,1500,2023-10-23
3760,1500,2023-10-20
3761,1501,2023-04-20
3762,1501,2023-04-25
3763,1501,2023-04-25
3764,1501,2023-04-25
3765,1502,2024-01-06
3766,1502,2024-01-06
3767,1502,2024-01-10
3768,1502,2024-01-12
3769,1503,2024-12-13
3770,1503,2024-12-16
3771,1503,2024-12-14
3772,1503,2024-12-14
3773,1504,2023-06-07
3774,1504,2023-06-10
3775,1504,2023-06-11
3776,1505,2024-10-15
3777,1505,2024-10-14
3778,1505,2024-10-16
3779,1506,2024-01-24
3780,1506,2024-01-28
3781,1507,2024-10-05
3782,1507,2024-10-08
3783,1508,2023-02-19
3784,1508,2023-02-21
3785,1508,2023-02-23
3786,1508,2023-02-19
3787,1509,2023-11-25
3788,1509,2023-11-23
3789,1509,2023-11-24
3790,1510,2024-08-26
3791,1511,2024-04-17
3792,1511,2024-04-11
3793,1511,2024-04-12
3794,1511,2024-04-11
3795,1512,2024-07-09
3796,1513,2024-07-19
3797,1514,2024-03-17
3798,1514,2024-03-15
3799,1514,2024-03-17
3800,1515,2023-06-24
3801,1516,2024-02-02
3802,1517,2024-02-22
3803,1517,2024-02-21
3804,1518,2023-09-18
3805,1518,2023-09-17
3806,1519,2024-02-04
3807,1519,2024-02-08
3808,1519,2024-02-09
3809,1519,2024-02-04
3810,1520,2024-04-19
3811,1520,2024-04-17
3812,1520,2024-04-19
3813,1521,2023-09-12
3814,1521,2023-09-13
3815,1521,2023-09-09
3816,1521,2023-09-14
3817,1522,2024-02-09
3818,1522,2024-02-10
3819,1522,2024-02-07
3820,1522,2024-02-09
3821,1523,2024-03-24
3822,1523,2024-03-23
3823,1524,2023-07-13
3824,1524,2023-07-15
3825,1525,2023-05-19
3826,1525,2023-05-20
3827,1526,2023-07-16
3828,1527,2024-08-24
